######	This	file	has	been	automatically	generated	#####	
######	EDIT	WITH	CARE!!!	#####				
#	Generated:	6/29/2020	07:22.5					
#	Created	by	streammapfile.py					
#	Workspace	C:\Users\duan224\OneDrive	-	PNNL\Documents\projects\UCSRB_P2\GIS\okan\okan_stream3\				
#	Segment	Cut/Bank	Cut	Segment				
#	Col	Row	ID	Length	Height	Width	Aspect	SINK?
#	(m)	(m)	(m)	(d)	(optional)			
#								
	310	10	1	127.2792	1.3466	0.3	315	
	311	11	1	108.6396	1.3466	0.3	333	
	311	12	1	108.6396	1.3466	0.3	333	
	312	13	1	108.6396	1.3466	0.3	333	
	312	14	1	90	1.3466	0.3	0	
	312	15	1	90	1.3466	0.3	315	
	313	15	1	108.6396	1.3466	0.3	297	
	314	16	1	127.2792	1.3466	0.3	315	
	315	17	1	127.2792	1.3466	0.3	315	
	316	18	1	108.6396	1.3466	0.3	333	
	316	19	1	90	1.3466	0.3	0	
	316	20	1	90	1.3466	0.3	0	
	316	21	1	108.6396	1.3466	0.3	333	
	317	22	1	108.6396	1.3466	0.3	333	
	317	23	1	45	1.3466	0.3	0	
	322	16	2	90	1.3917	0.3	0	
	322	17	2	90	1.3917	0.3	0	
	322	18	2	108.6396	1.3917	0.3	333	
	323	19	2	108.6396	1.3917	0.3	333	
	323	20	2	90	1.3917	0.3	0	
	323	21	2	90	1.3917	0.3	0	
	323	22	2	90	1.3917	0.3	0	
	323	23	2	90	1.3917	0.3	0	
	323	24	2	45	1.3917	0.3	0	
	313	23	3	108.6396	1.3905	0.3	243	
	314	23	3	90	1.3905	0.3	270	
	315	23	3	90	1.3905	0.3	270	
	316	23	3	90	1.3905	0.3	270	
	317	23	3	45	1.3905	0.3	270	
	310	24	3	108.6396	1.3905	0.3	243	
	311	24	3	90	1.3905	0.3	270	
	312	24	3	108.6396	1.3905	0.3	243	
	308	25	3	90	1.3905	0.3	270	
	309	25	3	108.6396	1.3905	0.3	243	
	317	23	4	63.6396	1.3718	0.3	315	
	318	24	4	127.2792	1.3718	0.3	315	
	320	24	4	108.6396	1.3718	0.3	243	
	321	24	4	90	1.3718	0.3	270	
	322	24	4	90	1.3718	0.3	270	
	323	24	4	45	1.3718	0.3	270	
	319	25	4	127.2792	1.3718	0.3	270	
	323	24	5	63.6396	1.4103	0.3	315	
	324	25	5	108.6396	1.4103	0.3	297	
	325	25	5	90	1.4103	0.3	270	
	326	25	5	108.6396	1.4103	0.3	297	
	327	26	5	127.2792	1.4103	0.3	315	
	328	27	5	127.2792	1.4103	0.3	315	
	329	28	5	108.6396	1.4103	0.3	297	
	330	28	5	45	1.4103	0.3	270	
	330	28	6	45	1.4419	0.3	270	
	331	28	6	108.6396	1.4419	0.3	297	
	332	29	6	63.6396	1.4419	0.3	315	
	332	28	7	90	1.4419	0.3	0	
	332	29	7	45	1.4419	0.3	0	
	350	24	8	90	1.3382	0.3	0	
	350	25	8	90	1.3382	0.3	0	
	350	26	8	90	1.3382	0.3	0	
	350	27	8	108.6396	1.3382	0.3	27	
	349	28	8	108.6396	1.3382	0.3	27	
	349	29	8	108.6396	1.3382	0.3	27	
	348	30	8	127.2792	1.3382	0.3	45	
	347	31	8	108.6396	1.3382	0.3	27	
	347	32	8	108.6396	1.3382	0.3	27	
	346	33	8	63.6396	1.3382	0.3	45	
	330	28	9	45	1.3946	0.3	180	
	330	29	9	108.6396	1.3946	0.3	207	
	329	30	9	127.2792	1.3946	0.3	225	
	328	31	9	127.2792	1.3946	0.3	225	
	327	32	9	127.2792	1.3946	0.3	225	
	326	33	9	127.2792	1.3946	0.3	225	
	323	34	9	45	1.3946	0.3	270	
	324	34	9	90	1.3946	0.3	270	
	325	34	9	108.6396	1.3946	0.3	243	
	346	33	10	45	1.3921	0.3	90	
	347	33	10	90	1.3921	0.3	90	
	348	33	10	90	1.3921	0.3	90	
	349	33	10	108.6396	1.3921	0.3	117	
	350	34	10	108.6396	1.3921	0.3	117	
	351	34	10	108.6396	1.3921	0.3	117	
	352	35	10	127.2792	1.3921	0.3	135	
	353	36	10	127.2792	1.3921	0.3	135	
	354	37	10	108.6396	1.3921	0.3	117	
	355	37	10	90	1.3921	0.3	90	
	318	33	11	108.6396	1.3225	0.3	243	
	319	33	11	90	1.3225	0.3	270	
	320	33	11	108.6396	1.3225	0.3	297	
	317	34	11	127.2792	1.3225	0.3	225	
	321	34	11	108.6396	1.3225	0.3	297	
	322	34	11	90	1.3225	0.3	270	
	323	34	11	45	1.3225	0.3	270	
	316	35	11	127.2792	1.3225	0.3	225	
	315	36	11	127.2792	1.3225	0.3	225	
	314	37	11	127.2792	1.3225	0.3	225	
	311	38	11	90	1.3225	0.3	270	
	312	38	11	90	1.3225	0.3	270	
	313	38	11	108.6396	1.3225	0.3	243	
	332	29	12	63.6396	1.3371	0.3	315	
	333	30	12	108.6396	1.3371	0.3	297	
	334	30	12	108.6396	1.3371	0.3	297	
	335	31	12	108.6396	1.3371	0.3	333	
	335	32	12	108.6396	1.3371	0.3	333	
	336	33	12	108.6396	1.3371	0.3	297	
	337	33	12	108.6396	1.3371	0.3	297	
	338	34	12	108.6396	1.3371	0.3	297	
	339	34	12	108.6396	1.3371	0.3	297	
	340	35	12	127.2792	1.3371	0.3	315	
	341	36	12	108.6396	1.3371	0.3	333	
	341	37	12	90	1.3371	0.3	0	
	341	38	12	108.6396	1.3371	0.3	333	
	342	39	12	127.2792	1.3371	0.3	315	
	343	40	12	63.6396	1.3371	0.3	315	
	345	33	13	90	1.46	0.3	45	
	346	33	13	45	1.46	0.3	90	
	345	34	13	108.6396	1.46	0.3	27	
	344	35	13	108.6396	1.46	0.3	27	
	344	36	13	90	1.46	0.3	0	
	344	37	13	90	1.46	0.3	315	
	345	37	13	90	1.46	0.3	315	
	345	38	13	108.6396	1.46	0.3	27	
	344	39	13	127.2792	1.46	0.3	45	
	343	40	13	63.6396	1.46	0.3	45	
	323	34	14	63.6396	1.3572	0.3	225	
	320	35	14	108.6396	1.3572	0.3	243	
	321	35	14	90	1.3572	0.3	270	
	322	35	14	108.6396	1.3572	0.3	243	
	318	36	14	108.6396	1.3572	0.3	243	
	319	36	14	108.6396	1.3572	0.3	243	
	317	37	14	108.6396	1.3572	0.3	207	
	317	38	14	108.6396	1.3572	0.3	207	
	316	39	14	108.6396	1.3572	0.3	207	
	316	40	14	90	1.3572	0.3	180	
	316	41	14	90	1.3572	0.3	180	
	336	47	15	90	1.3781	0.3	270	
	337	47	15	108.6396	1.3781	0.3	297	
	338	48	15	127.2792	1.3781	0.3	315	
	339	49	15	108.6396	1.3781	0.3	333	
	339	50	15	90	1.3781	0.3	0	
	339	51	15	45	1.3781	0.3	0	
	343	40	16	45	1.4113	0.3	0	
	343	41	16	90	1.4113	0.3	0	
	343	42	16	108.6396	1.4113	0.3	333	
	344	43	16	127.2792	1.4113	0.3	315	
	345	44	16	108.6396	1.4113	0.3	333	
	345	45	16	90	1.4113	0.3	0	
	345	46	16	90	1.4113	0.3	0	
	345	47	16	90	1.4113	0.3	0	
	345	48	16	90	1.4113	0.3	0	
	345	49	16	90	1.4113	0.3	0	
	345	50	16	90	1.4113	0.3	0	
	345	51	16	108.6396	1.4113	0.3	333	
	346	52	16	127.2792	1.4113	0.3	315	
	347	53	16	63.6396	1.4113	0.3	315	
	335	50	17	127.2792	1.2769	0.3	270	
	334	51	17	127.2792	1.2769	0.3	225	
	336	51	17	108.6396	1.2769	0.3	297	
	337	51	17	90	1.2769	0.3	270	
	338	51	17	90	1.2769	0.3	270	
	339	51	17	45	1.2769	0.3	270	
	333	52	17	127.2792	1.2769	0.3	225	
	332	53	17	127.2792	1.2769	0.3	225	
	330	54	17	90	1.2769	0.3	270	
	331	54	17	108.6396	1.2769	0.3	243	
	339	51	18	45	1.3949	0.3	0	
	339	52	18	90	1.3949	0.3	0	
	339	53	18	108.6396	1.3949	0.3	333	
	347	53	18	45	1.3949	0.3	180	
	340	54	18	108.6396	1.3949	0.3	297	
	341	54	18	90	1.3949	0.3	270	
	342	54	18	90	1.3949	0.3	270	
	343	54	18	108.6396	1.3949	0.3	297	
	347	54	18	108.6396	1.3949	0.3	207	
	344	55	18	108.6396	1.3949	0.3	297	
	345	55	18	90	1.3949	0.3	270	
	346	55	18	108.6396	1.3949	0.3	243	
	349	57	19	90	1.4225	0.3	270	
	350	57	19	45	1.4225	0.3	270	
	347	53	20	63.6396	1.4694	0.3	315	
