######	This	file	has	been	automatically	generated	#####	
######	EDIT	WITH	CARE!!!	#####				
#	Generated:	6/22/2020	51:40.6					
#	Created	by	streammapfile.py					
#	Workspace	C:\Users\duan224\OneDrive	-	PNNL\Documents\projects\UCSRB_P2\GIS\methow\methow_stream3\				
#	Segment	Cut/Bank	Cut	Segment				
#	Col	Row	ID	Length	Height	Width	Aspect	SINK?
#	(m)	(m)	(m)	(d)	(optional)			
#								
	503	20	1	90	0.95	0.3	270	
	504	20	1	90	0.95	0.3	270	
	505	20	1	90	0.95	0.3	270	
	506	20	1	108.6396	0.95	0.3	297	
	507	21	1	108.6396	0.95	0.3	297	
	508	21	1	90	0.95	0.3	270	
	509	21	1	90	0.95	0.3	270	
	510	21	1	90	0.95	0.3	270	
	511	21	1	90	0.95	0.3	270	
	512	21	1	90	0.95	0.3	270	
	513	21	1	90	0.95	0.3	270	
	514	21	1	45	0.95	0.3	270	
	508	15	2	90	0.95	0.3	270	
	509	15	2	108.6396	0.95	0.3	297	
	510	16	2	127.2792	0.95	0.3	315	
	511	17	2	127.2792	0.95	0.3	315	
	512	18	2	127.2792	0.95	0.3	315	
	513	19	2	108.6396	0.95	0.3	333	
	513	20	2	108.6396	0.95	0.3	333	
	514	21	2	63.6396	0.95	0.3	315	
	567	21	3	90	0.95	0.3	0	
	567	22	3	90	0.95	0.3	0	
	567	23	3	90	0.95	0.3	0	
	567	24	3	90	0.95	0.3	0	
	567	25	3	108.6396	0.95	0.3	333	
	568	26	3	127.2792	0.95	0.3	315	
	569	27	3	127.2792	0.95	0.3	315	
	570	28	3	108.6396	0.95	0.3	297	
	571	28	3	108.6396	0.95	0.3	297	
	572	29	3	63.6396	0.95	0.3	315	
	575	25	4	127.2792	0.95	0.3	45	
	574	26	4	127.2792	0.95	0.3	45	
	573	27	4	127.2792	0.95	0.3	45	
	572	28	4	108.6396	0.95	0.3	27	
	572	29	4	45	0.95	0.3	0	
	693	22	5	127.2792	0.95	0.3	315	
	694	23	5	127.2792	0.95	0.3	315	
	695	24	5	127.2792	0.95	0.3	315	
	696	25	5	108.6396	0.95	0.3	333	
	696	26	5	90	0.95	0.3	0	
	696	27	5	90	0.95	0.3	0	
	696	28	5	90	0.95	0.3	0	
	696	29	5	108.6396	0.95	0.3	27	
	695	30	5	63.6396	0.95	0.3	45	
	703	16	6	127.2792	0.95	0.3	45	
	702	17	6	108.6396	0.95	0.3	27	
	702	18	6	108.6396	0.95	0.3	27	
	701	19	6	108.6396	0.95	0.3	27	
	701	20	6	90	0.95	0.3	0	
	701	21	6	90	0.95	0.3	0	
	701	22	6	90	0.95	0.3	0	
	701	23	6	108.6396	0.95	0.3	27	
	700	24	6	108.6396	0.95	0.3	27	
	700	25	6	90	0.95	0.3	0	
	700	26	6	90	0.95	0.3	0	
	700	27	6	90	0.95	0.3	0	
	700	28	6	108.6396	0.95	0.3	27	
	699	29	6	127.2792	0.95	0.3	45	
	695	30	6	45	0.95	0.3	90	
	696	30	6	90	0.95	0.3	90	
	697	30	6	90	0.95	0.3	90	
	698	30	6	108.6396	0.95	0.3	63	
	695	30	7	63.6396	0.95	0.3	45	
	694	31	7	63.6396	0.95	0.3	45	
	694	31	8	45	0.95	0.3	90	
	695	31	8	90	0.95	0.3	90	
	696	31	8	90	0.95	0.3	90	
	504	31	9	127.2792	0.95	0.3	315	
	505	32	9	108.6396	0.95	0.3	297	
	506	32	9	90	0.95	0.3	270	
	507	32	9	90	0.95	0.3	270	
	508	32	9	90	0.95	0.3	270	
	509	32	9	45	0.95	0.3	270	
